,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate,Type_f,week_day,day_time,festivo,Visper_fest,Airline_Type,OCC
1711,2025-11-30,Air Arabia Maroc,3O374,casablanca,17:00:00,En hora,174,Airbus A320,Y,INT,Domingo,Tarde,0,0,Low_Cost,0.95
1716,2025-11-30,Volotea,V73573,asturias,17:40:00,Retrasado,156,Airbus A319,U,NAC,Domingo,Tarde,0,0,Low_Cost,0.95
1721,2025-11-30,Grupo easy,EC7109,geneva,18:15:00,En hora,156,Airbus A319,R,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1722,2025-11-30,Volotea,V73700,vitoria,18:20:00,En hora,180,Airbus A320,U,NAC,Domingo,Tarde,0,0,Low_Cost,0.95
1724,2025-11-30,Grupo wizz,W43686,iasi,18:30:00,En hora,180,Airbus A320,S,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1725,2025-11-30,Jet2,LS804,manchester,18:35:00,En hora,189,Boeing 737-800,W,INT,Domingo,Tarde,0,0,Low_Cost,0.97
1726,2025-11-30,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:45:00,Retrasado,156,Airbus A319,R,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1728,2025-11-30,Transavia,HV6066,rotterdam,18:50:00,En hora,189,Boeing 737-800,S,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1729,2025-11-30,Grupo easy,U25716,southend,18:55:00,En hora,186,Airbus A320neo,M,INT,Domingo,Tarde,0,0,Low_Cost,0.95
1730,2025-11-30,Grupo wizz,W61176,katowice,18:55:00,En hora,180,Airbus A320,S,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1731,2025-11-30,Grupo wizz,W61478,warsaw,19:00:00,En hora,239,Airbus A321neo,S,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1732,2025-11-30,Grupo easy,EC7159,milan,19:05:00,Retrasado,156,Airbus A319,R,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1733,2025-11-30,Grupo wizz,W43180,bucharest,19:05:00,En hora,230,Airbus A321,S,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1736,2025-11-30,Volotea,V72165,nantes/atlantique,19:30:00,En hora,156,Airbus A319,S,EU,Domingo,Tarde,0,0,Low_Cost,0.95
1737,2025-11-30,Grupo wizz,W64406,sofia,19:35:00,En hora,239,Airbus A321neo,U,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1739,2025-11-30,Grupo easy,EC3750,milan,19:45:00,Retrasado,180,Airbus A320,R,EU,Domingo,Tarde,0,0,Low_Cost,0.97
1742,2025-11-30,Grupo easy,U28058,london,19:45:00,En hora,180,Airbus A320,M,INT,Domingo,Tarde,0,0,Low_Cost,0.97
1743,2025-11-30,Grupo wizz,W64666,larnaca,19:55:00,Retrasado,230,Airbus A321,W,INT,Domingo,Tarde,0,0,Low_Cost,0.95
1745,2025-11-30,Grupo wizz,W62096,krakow,20:10:00,Retrasado,239,Airbus A321neo,S,EU,Domingo,Noche,0,0,Low_Cost,0.97
1746,2025-11-30,Grupo easy,EC4212,napoli,20:20:00,En hora,180,Airbus A320,R,EU,Domingo,Noche,0,0,Low_Cost,0.97
1747,2025-11-30,Transavia,HV6788,eindhoven,20:20:00,En hora,189,Boeing 737-800,S,EU,Domingo,Noche,0,0,Low_Cost,0.95
1748,2025-11-30,Grupo wizz,W67022,bratislava,20:20:00,Retrasado,239,Airbus A321neo,S,EU,Domingo,Noche,0,0,Low_Cost,0.95
1750,2025-11-30,Eurowings,EW521,cologne-bonn,20:35:00,Retrasado,180,Airbus A320,U,EU,Domingo,Noche,0,0,Low_Cost,0.97
1751,2025-11-30,Air Serbia,JU585,belgrade,20:35:00,Retrasado,144,Airbus A319,Y,INT,Domingo,Noche,0,0,Legacy,0.86
1752,2025-11-30,Norwegian Air Sweden AOC,D83659,copenhagen,20:40:00,En hora,189,Boeing 737 MAX 8,S,EU,Domingo,Noche,0,0,Low_Cost,0.97
1753,2025-11-30,Eurowings,EW2521,stuttgart,20:40:00,En hora,180,Airbus A320,U,EU,Domingo,Noche,0,0,Low_Cost,0.95
1755,2025-11-30,Luxair,LG3596,luxembourg,20:40:00,Retrasado,141,Boeing 737-700,U,EU,Domingo,Noche,0,0,Legacy,0.86
1756,2025-11-30,Transavia,TO4759,paris,20:45:00,En hora,189,Boeing 737-800,U,EU,Domingo,Noche,0,0,Low_Cost,0.97
1757,2025-11-30,Grupo wizz,W62378,budapest,20:45:00,Retrasado,239,Airbus A321neo,S,EU,Domingo,Noche,0,0,Low_Cost,0.97
1760,2025-11-30,Grupo easy,U22326,london,20:55:00,En hora,186,Airbus A320neo,M,INT,Domingo,Noche,0,0,Low_Cost,0.97
1761,2025-11-30,Grupo wizz,W64738,skopje,20:55:00,Retrasado,239,Airbus A321neo,W,INT,Domingo,Noche,0,0,Low_Cost,0.95
1763,2025-11-30,Aer Lingus,EI565,dublin,21:05:00,En hora,174,Airbus A320,W,INT,Domingo,Noche,0,0,Low_Cost,0.96
1765,2025-11-30,Transavia,HV5134,amsterdam,21:15:00,Retrasado,189,Boeing 737-800,S,EU,Domingo,Noche,0,0,Low_Cost,0.95
1767,2025-11-30,Grupo wizz,W43178,bucharest,21:20:00,En hora,230,Airbus A321,U,EU,Domingo,Noche,0,0,Low_Cost,0.95
1768,2025-11-30,Grupo wizz,W43406,cluj-napoca,21:25:00,Retrasado,180,Airbus A320,U,EU,Domingo,Noche,0,0,Low_Cost,0.95
1769,2025-11-30,Grupo easy,U28060,london,21:30:00,En hora,156,Airbus A319,M,INT,Domingo,Noche,0,0,Low_Cost,0.97
1770,2025-11-30,Grupo wizz,W46020,rome,21:35:00,Retrasado,239,Airbus A321neo,S,EU,Domingo,Noche,0,0,Low_Cost,0.96
1772,2025-11-30,Grupo easy,U22706,bristol,21:50:00,En hora,186,Airbus A320neo,M,INT,Domingo,Noche,0,0,Low_Cost,0.94
1773,2025-11-30,Volotea,V71415,verona,21:55:00,En hora,180,Airbus A320,U,EU,Domingo,Noche,0,0,Low_Cost,0.95
1774,2025-11-30,Grupo wizz,W64116,belgrade,21:55:00,En hora,239,Airbus A321neo,W,INT,Domingo,Noche,0,0,Low_Cost,0.95
1775,2025-11-30,Grupo wizz,W45154,tirana,22:45:00,Retrasado,230,Airbus A321,W,INT,Domingo,Noche,0,0,Low_Cost,0.95
1777,2025-11-30,Grupo wizz,W61706,gdansk,22:50:00,En hora,230,Airbus A321,U,EU,Domingo,Noche,0,0,Low_Cost,0.96
1781,2025-12-01,Grupo easy,EC7105,geneva,06:15:00,En hora,156,Airbus A319,R,EU,Lunes,Mañana,0,0,Low_Cost,0.95
1785,2025-12-01,Grupo easy,EC8062,london,06:45:00,Retrasado,156,Airbus A319,M,INT,Lunes,Mañana,0,0,Low_Cost,0.97
1788,2025-12-01,Grupo easy,EC7141,strasbourg,07:20:00,En hora,156,Airbus A319,R,EU,Lunes,Mañana,0,0,Low_Cost,0.95
1789,2025-12-01,Grupo easy,EC7151,milan,07:20:00,En hora,156,Airbus A319,R,EU,Lunes,Mañana,0,0,Low_Cost,0.97
1793,2025-12-01,Norwegian Air Sweden AOC,D85510,copenhagen,08:00:00,En hora,189,Boeing 737-800,R,EU,Lunes,Mañana,0,0,Low_Cost,0.97
1796,2025-12-01,Grupo easy,EC1376,geneva,08:45:00,En hora,156,Airbus A319,R,EU,Lunes,Mañana,0,0,Low_Cost,0.95
1799,2025-12-01,Grupo wizz,W62048,krakow,09:05:00,En hora,239,Airbus A321neo,U,EU,Lunes,Mañana,0,0,Low_Cost,0.97
1800,2025-12-01,Volotea,V72327,strasbourg,09:10:00,Retrasado,156,Airbus A319,R,EU,Lunes,Mañana,0,0,Low_Cost,0.95
1801,2025-12-01,Air Arabia Maroc,3O398,rabat,09:20:00,En hora,174,Airbus A320,Y,INT,Lunes,Mañana,0,0,Low_Cost,0.85
1802,2025-12-01,Eurowings,EW2521,stuttgart,09:20:00,Retrasado,150,Airbus A319,S,EU,Lunes,Mañana,0,0,Low_Cost,0.95
1803,2025-12-01,Grupo wizz,W43176,bucharest,09:25:00,En hora,230,Airbus A321,U,EU,Lunes,Mañana,0,0,Low_Cost,0.95
1804,2025-12-01,Grupo wizz,W45088,tirana,09:25:00,En hora,230,Airbus A321,W,INT,Lunes,Mañana,0,0,Low_Cost,0.95
1805,2025-12-01,Grupo wizz,W62376,budapest,09:25:00,Retrasado,239,Airbus A321neo,U,EU,Lunes,Mañana,0,0,Low_Cost,0.97
1806,2025-12-01,Volotea,V73573,asturias,09:30:00,En hora,156,Airbus A319,S,NAC,Lunes,Mañana,0,0,Low_Cost,0.95
1807,2025-12-01,Grupo easy,EC1030,"basel, switzerland/mulhouse",09:35:00,En hora,180,Airbus A320,R,EU,Lunes,Mañana,0,0,Low_Cost,0.95
1809,2025-12-01,Transavia,HV6062,rotterdam,09:40:00,En hora,189,Boeing 737-800,S,EU,Lunes,Mañana,0,0,Low_Cost,0.95
1810,2025-12-01,Eurowings,EW9441,dusseldorf,09:45:00,En hora,226,Airbus A321,R,EU,Lunes,Mañana,0,0,Low_Cost,0.95
1813,2025-12-01,Air Serbia,JU581,belgrade,09:55:00,Retrasado,144,Airbus A319,W,INT,Lunes,Mañana,0,0,Legacy,0.86
1814,2025-12-01,Grupo easy,EC7656,lisbon,10:00:00,En hora,230,Airbus A321,R,EU,Lunes,Mañana,0,0,Low_Cost,0.97
1815,2025-12-01,Transavia,HV5132,amsterdam,10:05:00,Retrasado,189,Boeing 737-800,S,EU,Lunes,Mañana,0,0,Low_Cost,0.95
1816,2025-12-01,Grupo wizz,W46018,rome,10:05:00,Retrasado,239,Airbus A321neo,U,EU,Lunes,Mañana,0,0,Low_Cost,0.96
1819,2025-12-01,Grupo wizz,W61476,warsaw,10:15:00,En hora,230,Airbus A321,U,EU,Lunes,Mañana,0,0,Low_Cost,0.97
1821,2025-12-01,Grupo easy,U22324,london,10:25:00,En hora,186,Airbus A320neo,M,INT,Lunes,Mañana,0,0,Low_Cost,0.97
1823,2025-12-01,Grupo easy,EC7131,nice/cote d'azur,10:40:00,En hora,156,Airbus A319,R,EU,Lunes,Mañana,0,0,Low_Cost,0.95
1824,2025-12-01,Grupo easy,U28056,london,10:40:00,En hora,156,Airbus A319,M,INT,Lunes,Mañana,0,0,Low_Cost,0.97
1830,2025-12-01,Grupo easy,U22002,manchester,11:20:00,En hora,180,Airbus A320,M,INT,Lunes,Mañana,0,0,Low_Cost,0.97
1831,2025-12-01,Aer Lingus,EI563,dublin,11:30:00,En hora,174,Airbus A320,Y,INT,Lunes,Mañana,0,0,Low_Cost,0.96
1833,2025-12-01,Transavia,TO4755,paris,11:30:00,Retrasado,189,Boeing 737-800,R,EU,Lunes,Mañana,0,0,Low_Cost,0.97
1835,2025-12-01,Grupo easy,EC7197,birmingham,11:40:00,En hora,156,Airbus A319,M,INT,Lunes,Mañana,0,0,Low_Cost,0.97
1841,2025-12-01,Pegasus Airlines,PC1092,istanbul,12:45:00,Retrasado,220,Airbus A321,W,INT,Lunes,Tarde,0,0,Low_Cost,0.95
1842,2025-12-01,Norwegian Air Sweden AOC,D83657,copenhagen,12:50:00,En hora,189,Boeing 737-800,S,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1843,2025-12-01,Grupo easy,EC7137,lyon,12:55:00,En hora,156,Airbus A319,R,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1844,2025-12-01,Grupo wizz,W67022,bratislava,12:55:00,En hora,239,Airbus A321neo,S,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1846,2025-12-01,Grupo wizz,W46330,milan,13:10:00,Retrasado,239,Airbus A321neo,U,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1848,2025-12-01,HiSky,H4264,bucharest,13:20:00,En hora,186,Airbus A320,R,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1849,2025-12-01,Norwegian Air Sweden AOC,D81741,oslo,13:25:00,En hora,189,Boeing 737-800,U,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1850,2025-12-01,Eurowings,EW521,cologne-bonn,13:25:00,Retrasado,180,Airbus A320,S,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1851,2025-12-01,Pegasus Airlines,PC1528,izmir,13:30:00,En hora,180,Airbus A320,W,INT,Lunes,Tarde,0,0,Low_Cost,0.95
1852,2025-12-01,Luxair,LG3592,luxembourg,13:35:00,Retrasado,76,de Havilland Dash 8-400,U,EU,Lunes,Tarde,0,0,Legacy,0.86
1853,2025-12-01,Grupo easy,EC7153,milan,13:40:00,En hora,156,Airbus A319,R,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1856,2025-12-01,Jet2,LS804,manchester,13:50:00,En hora,189,Boeing 737-800,W,INT,Lunes,Tarde,0,0,Low_Cost,0.97
1858,2025-12-01,Air Baltic,BT684,riga,14:05:00,En hora,148,Airbus A220-300,S,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1860,2025-12-01,Norwegian Air Sweden AOC,D85502,stockholm,14:40:00,En hora,189,Boeing 737-800,U,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1861,2025-12-01,Bluebird Airways,BZ251,tel aviv,14:45:00,Retrasado,189,Boeing 737-800,Y,INT,Lunes,Tarde,0,0,Low_Cost,0.95
1862,2025-12-01,Grupo easy,EC7107,geneva,14:45:00,En hora,156,Airbus A319,R,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1863,2025-12-01,Turkish Airlines,TK608,ankara,14:45:00,En hora,165,Boeing 737-800,W,INT,Lunes,Tarde,0,0,Legacy,0.86
1864,2025-12-01,Volotea,V71443,ancona,14:45:00,En hora,180,Airbus A320,R,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1865,2025-12-01,Grupo wizz,W64406,sofia,14:50:00,En hora,239,Airbus A321neo,U,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1866,2025-12-01,Grupo easy,EC4212,napoli,14:55:00,Retrasado,180,Airbus A320,R,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1867,2025-12-01,SmartWings,QS1059,prague,14:55:00,En hora,149,Airbus A220-300,S,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1868,2025-12-01,Air Arabia Maroc,3O376,al aaroui,15:00:00,En hora,174,Airbus A320,Y,INT,Lunes,Tarde,0,0,Low_Cost,0.93
1872,2025-12-01,Grupo wizz,W61412,warsaw,15:40:00,En hora,239,Airbus A321neo,U,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1873,2025-12-01,Pegasus Airlines,PC1094,istanbul,15:45:00,Retrasado,220,Airbus A321,W,INT,Lunes,Tarde,0,0,Low_Cost,0.95
1876,2025-12-01,Grupo wizz,W43564,timisoara,16:25:00,Retrasado,180,Airbus A320,R,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1877,2025-12-01,Volotea,V73735,murcia,16:35:00,En hora,180,Airbus A320,R,NAC,Lunes,Tarde,0,0,Low_Cost,0.95
1882,2025-12-01,Grupo easy,U23372,liverpool,17:00:00,En hora,156,Airbus A319,M,INT,Lunes,Tarde,0,0,Low_Cost,0.92
1885,2025-12-01,Grupo easy,EC7173,berlin,17:10:00,En hora,156,Airbus A319,R,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1886,2025-12-01,Volotea,V73700,vitoria,17:15:00,En hora,156,Airbus A319,S,NAC,Lunes,Tarde,0,0,Low_Cost,0.95
1887,2025-12-01,Grupo wizz,W67920,kopitnari,17:15:00,En hora,239,Airbus A321neo,W,INT,Lunes,Tarde,0,0,Low_Cost,0.95
1890,2025-12-01,Grupo easy,EC3737,milan,17:35:00,En hora,156,Airbus A319,R,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1891,2025-12-01,Grupo easy,EC7199,edinburgh,17:35:00,En hora,156,Airbus A319,M,INT,Lunes,Tarde,0,0,Low_Cost,0.97
1892,2025-12-01,Transavia,HV5134,amsterdam,17:50:00,Retrasado,232,Airbus A321neo,S,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1894,2025-12-01,Grupo easy,EC7205,southampton,18:05:00,En hora,156,Airbus A319,M,INT,Lunes,Tarde,0,0,Low_Cost,0.95
1896,2025-12-01,Grupo wizz,W43686,iasi,18:30:00,En hora,180,Airbus A320,R,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1898,2025-12-01,Grupo wizz,W61478,warsaw,19:00:00,En hora,230,Airbus A321,U,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1902,2025-12-01,Eurowings,EW7521,hamburg,19:40:00,Retrasado,180,Airbus A320,U,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1904,2025-12-01,Grupo wizz,W61706,gdansk,19:40:00,En hora,230,Airbus A321,R,EU,Lunes,Tarde,0,0,Low_Cost,0.97
1907,2025-12-01,Grupo easy,U28058,london,19:45:00,En hora,156,Airbus A319,M,INT,Lunes,Tarde,0,0,Low_Cost,0.97
1908,2025-12-01,Volotea,V71415,verona,19:55:00,En hora,180,Airbus A320,R,EU,Lunes,Tarde,0,0,Low_Cost,0.95
1909,2025-12-01,Grupo wizz,W64666,larnaca,19:55:00,En hora,230,Airbus A321,W,INT,Lunes,Tarde,0,0,Low_Cost,0.95
1911,2025-12-01,Air Arabia Maroc,3O378,tanger,20:05:00,En hora,174,Airbus A320,Y,INT,Lunes,Noche,0,0,Low_Cost,0.95
1915,2025-12-01,Grupo easy,EC1956,milan,20:15:00,Retrasado,180,Airbus A320,R,EU,Lunes,Noche,0,0,Low_Cost,0.97
1916,2025-12-01,Grupo wizz,W42940,vienna,20:20:00,En hora,239,Airbus A321neo,U,EU,Lunes,Noche,0,0,Low_Cost,0.97
1917,2025-12-01,Grupo easy,EC1010,"basel, switzerland/mulhouse",20:30:00,En hora,156,Airbus A319,R,EU,Lunes,Noche,0,0,Low_Cost,0.95
1918,2025-12-01,T'Way Air,TW408,seoul/incheon,20:30:00,Retrasado,246,Airbus A330-200,W,INT,Lunes,Noche,0,0,Low_Cost,0.95
1919,2025-12-01,Volotea,V72135,bordeaux,20:30:00,En hora,180,Airbus A320,S,EU,Lunes,Noche,0,0,Low_Cost,0.95
1922,2025-12-01,Transavia,TO4759,paris,20:45:00,En hora,186,Airbus A320neo,S,EU,Lunes,Noche,0,0,Low_Cost,0.97
1923,2025-12-01,Grupo wizz,W62378,budapest,20:45:00,En hora,239,Airbus A321neo,R,EU,Lunes,Noche,0,0,Low_Cost,0.97
1926,2025-12-01,Volotea,V72165,nantes/atlantique,20:50:00,En hora,156,Airbus A319,R,EU,Lunes,Noche,0,0,Low_Cost,0.95
1928,2025-12-01,Aer Lingus,EI565,dublin,21:05:00,Retrasado,174,Airbus A320,Y,INT,Lunes,Noche,0,0,Low_Cost,0.96
1931,2025-12-01,Grupo easy,EC1380,geneva,21:20:00,En hora,180,Airbus A320,R,EU,Lunes,Noche,0,0,Low_Cost,0.95
1932,2025-12-01,Grupo wizz,W43178,bucharest,21:20:00,En hora,230,Airbus A321,U,EU,Lunes,Noche,0,0,Low_Cost,0.95
1933,2025-12-01,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,180,Airbus A320,R,EU,Lunes,Noche,0,0,Low_Cost,0.95
1936,2025-12-01,Grupo wizz,W46020,rome,21:35:00,En hora,239,Airbus A321neo,S,EU,Lunes,Noche,0,0,Low_Cost,0.96
1941,2025-12-01,Grupo easy,U22706,bristol,21:55:00,Retrasado,180,Airbus A320,M,INT,Lunes,Noche,0,0,Low_Cost,0.93
1942,2025-12-01,Grupo wizz,W64116,belgrade,21:55:00,En hora,230,Airbus A321,W,INT,Lunes,Noche,0,0,Low_Cost,0.95
1943,2025-12-01,Grupo wizz,W46728,venice,22:00:00,En hora,239,Airbus A321neo,S,EU,Lunes,Noche,0,0,Low_Cost,0.96
1945,2025-12-01,Grupo easy,EC7682,lisbon,22:35:00,En hora,230,Airbus A321,R,EU,Lunes,Noche,0,0,Low_Cost,0.96
1946,2025-12-01,Grupo wizz,W45154,tirana,22:45:00,En hora,230,Airbus A321,W,INT,Lunes,Noche,0,0,Low_Cost,0.95
1948,2025-12-02,Grupo easy,EC7105,geneva,06:00:00,En hora,156,Airbus A319,R,EU,Martes,Mañana,0,0,Low_Cost,0.95
1953,2025-12-02,Grupo easy,EC7101,"basel, switzerland/mulhouse",07:25:00,En hora,156,Airbus A319,R,EU,Martes,Mañana,0,0,Low_Cost,0.95
1954,2025-12-02,Grupo easy,EC8062,london,07:30:00,En hora,156,Airbus A319,M,INT,Martes,Mañana,0,0,Low_Cost,0.97
1958,2025-12-02,Grupo easy,EC3737,milan,08:00:00,En hora,156,Airbus A319,R,EU,Martes,Mañana,0,0,Low_Cost,0.97
1961,2025-12-02,Grupo wizz,W43938,chisinau,09:00:00,En hora,180,Airbus A320,Y,INT,Martes,Mañana,0,0,Low_Cost,0.95
1962,2025-12-02,Grupo wizz,W62048,krakow,09:05:00,Retrasado,239,Airbus A321neo,U,EU,Martes,Mañana,0,0,Low_Cost,0.97
1965,2025-12-02,Grupo wizz,W61914,vilnius,09:20:00,En hora,239,Airbus A321neo,U,EU,Martes,Mañana,0,0,Low_Cost,0.97
1966,2025-12-02,Grupo wizz,W43176,bucharest,09:25:00,En hora,230,Airbus A321,S,EU,Martes,Mañana,0,0,Low_Cost,0.95
1967,2025-12-02,Grupo wizz,W62376,budapest,09:25:00,En hora,230,Airbus A321,U,EU,Martes,Mañana,0,0,Low_Cost,0.97
1968,2025-12-02,Grupo wizz,W42938,vienna,09:35:00,En hora,239,Airbus A321neo,S,EU,Martes,Mañana,0,0,Low_Cost,0.97
1969,2025-12-02,Air Arabia Maroc,3O378,tanger,09:45:00,En hora,174,Airbus A320,Y,INT,Martes,Mañana,0,0,Low_Cost,0.95
1970,2025-12-02,Air Serbia,JU581,belgrade,09:55:00,En hora,144,Airbus A319,W,INT,Martes,Mañana,0,0,Legacy,0.86
1971,2025-12-02,Grupo easy,EC7656,lisbon,10:05:00,En hora,180,Airbus A320,R,EU,Martes,Mañana,0,0,Low_Cost,0.97
1973,2025-12-02,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,U,EU,Martes,Mañana,0,0,Low_Cost,0.97
1976,2025-12-02,Grupo easy,U22324,london,10:35:00,En hora,186,Airbus A320neo,M,INT,Martes,Mañana,0,0,Low_Cost,0.97
1977,2025-12-02,Azerbaijan Airlines,J246,baku,10:45:00,Retrasado,186,Airbus A320neo,W,INT,Martes,Mañana,0,0,Low_Cost,0.95
1978,2025-12-02,Aer Lingus,EI563,dublin,11:30:00,En hora,174,Airbus A320,Y,INT,Martes,Mañana,0,0,Low_Cost,0.96
1980,2025-12-02,Icelandair,FI597,keflavik,11:50:00,Retrasado,160,Boeing 737 MAX 8,U,EU,Martes,Mañana,0,0,Legacy,0.86
1982,2025-12-02,Grupo easy,EC7151,milan,12:20:00,En hora,156,Airbus A319,R,EU,Martes,Tarde,0,0,Low_Cost,0.97
1983,2025-12-02,Grupo easy,EC8064,london,12:25:00,En hora,156,Airbus A319,M,INT,Martes,Tarde,0,0,Low_Cost,0.97
1984,2025-12-02,Norwegian Air Sweden AOC,D83657,copenhagen,12:30:00,En hora,189,Boeing 737-800,U,EU,Martes,Tarde,0,0,Low_Cost,0.97
1986,2025-12-02,Pegasus Airlines,PC1092,istanbul,12:45:00,Retrasado,220,Airbus A321,Y,INT,Martes,Tarde,0,0,Low_Cost,0.95
1988,2025-12-02,FlyOne,5F5512,chisinau,13:30:00,En hora,194,Airbus A321,W,INT,Martes,Tarde,0,0,Low_Cost,0.95
1991,2025-12-02,Kuwait Airways,KU136,kuwait city,14:25:00,En hora,278,Airbus A330-900,W,INT,Martes,Tarde,0,0,Legacy,0.86
1992,2025-12-02,Bluebird Airways,BZ251,tel aviv,14:45:00,En hora,189,Boeing 737-800,Y,INT,Martes,Tarde,0,0,Low_Cost,0.95
1993,2025-12-02,Grupo easy,EC7682,lisbon,15:00:00,En hora,180,Airbus A320,R,EU,Martes,Tarde,0,0,Low_Cost,0.97
1998,2025-12-02,Volotea,V72327,strasbourg,17:30:00,Retrasado,180,Airbus A320,R,EU,Martes,Tarde,0,0,Low_Cost,0.95
1999,2025-12-02,Transavia,HV5134,amsterdam,17:45:00,En hora,232,Airbus A321neo,S,EU,Martes,Tarde,0,0,Low_Cost,0.95
2000,2025-12-02,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:10:00,En hora,156,Airbus A319,R,EU,Martes,Tarde,0,0,Low_Cost,0.95
2003,2025-12-02,Grupo wizz,W61176,katowice,18:55:00,En hora,239,Airbus A321neo,R,EU,Martes,Tarde,0,0,Low_Cost,0.95
2004,2025-12-02,Grupo wizz,W61478,warsaw,19:00:00,En hora,239,Airbus A321neo,U,EU,Martes,Tarde,0,0,Low_Cost,0.97
2005,2025-12-02,Grupo wizz,W43180,bucharest,19:20:00,En hora,230,Airbus A321,R,EU,Martes,Tarde,0,0,Low_Cost,0.95
2008,2025-12-02,Grupo wizz,W64406,sofia,19:35:00,En hora,239,Airbus A321neo,S,EU,Martes,Tarde,0,0,Low_Cost,0.97
2009,2025-12-02,Grupo easy,U28058,london,19:45:00,En hora,156,Airbus A319,M,INT,Martes,Tarde,0,0,Low_Cost,0.97
2010,2025-12-02,Transavia,HV6790,eindhoven,19:55:00,Retrasado,189,Boeing 737-800,U,EU,Martes,Tarde,0,0,Low_Cost,0.95
2011,2025-12-02,Air Arabia Maroc,3O642,tanger,20:00:00,Retrasado,174,Airbus A320,Y,INT,Martes,Noche,0,0,Low_Cost,0.95
2012,2025-12-02,Grupo easy,EC1956,milan,20:15:00,En hora,180,Airbus A320,R,EU,Martes,Noche,0,0,Low_Cost,0.97
2014,2025-12-02,Transavia,TO4759,paris,20:45:00,En hora,186,Airbus A320neo,S,EU,Martes,Noche,0,0,Low_Cost,0.97
2015,2025-12-02,Grupo easy,EC1380,geneva,21:15:00,Retrasado,180,Airbus A320,R,EU,Martes,Noche,0,0,Low_Cost,0.95
2017,2025-12-02,Grupo wizz,W46020,rome,21:35:00,En hora,239,Airbus A321neo,S,EU,Martes,Noche,0,0,Low_Cost,0.96
2022,2025-12-03,Grupo easy,EC7105,geneva,06:10:00,En hora,156,Airbus A319,R,EU,Miércoles,Mañana,0,0,Low_Cost,0.95
2024,2025-12-03,Grupo easy,EC7193,leeds bradford,06:30:00,En hora,156,Airbus A319,M,INT,Miércoles,Mañana,0,0,Low_Cost,0.95
2028,2025-12-03,Grupo easy,EC7101,"basel, switzerland/mulhouse",07:20:00,En hora,156,Airbus A319,R,EU,Miércoles,Mañana,0,0,Low_Cost,0.95
2029,2025-12-03,Grupo easy,EC8062,london,07:20:00,En hora,156,Airbus A319,M,INT,Miércoles,Mañana,0,0,Low_Cost,0.97
2032,2025-12-03,Grupo easy,EC3737,milan,08:25:00,En hora,156,Airbus A319,R,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
2033,2025-12-03,Grupo easy,EC7161,napoli,09:20:00,En hora,186,Airbus A320neo,R,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
2034,2025-12-03,Grupo wizz,W43176,bucharest,09:25:00,En hora,239,Airbus A321neo,S,EU,Miércoles,Mañana,0,0,Low_Cost,0.95
2035,2025-12-03,Grupo wizz,W62376,budapest,09:25:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
2037,2025-12-03,Air Arabia Maroc,3O376,al aaroui,09:35:00,Retrasado,174,Airbus A320,Y,INT,Miércoles,Mañana,0,0,Low_Cost,0.93
2038,2025-12-03,Grupo wizz,W42940,vienna,09:35:00,En hora,239,Airbus A321neo,S,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
